Epoch: 0 | train loss: 0.06721 | test loss: 0.07941 | learn rate: 0.00100000
Epoch: 20 | train loss: 0.02955 | test loss: 0.02452 | learn rate: 0.00100000
Epoch: 40 | train loss: 0.02408 | test loss: 0.01712 | learn rate: 0.00100000
Epoch: 60 | train loss: 0.02159 | test loss: 0.01429 | learn rate: 0.00100000
Epoch: 80 | train loss: 0.02085 | test loss: 0.01266 | learn rate: 0.00100000
Epoch: 100 | train loss: 0.01968 | test loss: 0.01175 | learn rate: 0.00100000
Epoch: 120 | train loss: 0.01845 | test loss: 0.01073 | learn rate: 0.00100000
Epoch: 140 | train loss: 0.01764 | test loss: 0.00995 | learn rate: 0.00100000
Epoch: 160 | train loss: 0.01748 | test loss: 0.00930 | learn rate: 0.00100000
Epoch: 180 | train loss: 0.01677 | test loss: 0.00884 | learn rate: 0.00100000
Epoch: 200 | train loss: 0.01639 | test loss: 0.00855 | learn rate: 0.00080000
Epoch: 220 | train loss: 0.01615 | test loss: 0.00799 | learn rate: 0.00080000
Epoch: 240 | train loss: 0.01559 | test loss: 0.00789 | learn rate: 0.00080000
Epoch: 260 | train loss: 0.01494 | test loss: 0.00733 | learn rate: 0.00080000
Epoch: 280 | train loss: 0.01607 | test loss: 0.00731 | learn rate: 0.00080000
Epoch: 300 | train loss: 0.01473 | test loss: 0.00694 | learn rate: 0.00080000
Epoch: 320 | train loss: 0.01614 | test loss: 0.00693 | learn rate: 0.00080000
Epoch: 340 | train loss: 0.01536 | test loss: 0.00644 | learn rate: 0.00080000
Epoch: 360 | train loss: 0.01484 | test loss: 0.00652 | learn rate: 0.00080000
Epoch: 380 | train loss: 0.01468 | test loss: 0.00638 | learn rate: 0.00080000
Epoch: 400 | train loss: 0.01503 | test loss: 0.00638 | learn rate: 0.00064000
Epoch: 420 | train loss: 0.01376 | test loss: 0.00616 | learn rate: 0.00064000
Epoch: 440 | train loss: 0.01403 | test loss: 0.00602 | learn rate: 0.00064000
Epoch: 460 | train loss: 0.01335 | test loss: 0.00570 | learn rate: 0.00064000
Epoch: 480 | train loss: 0.01311 | test loss: 0.00549 | learn rate: 0.00064000
Epoch: 500 | train loss: 0.01297 | test loss: 0.00553 | learn rate: 0.00064000
Epoch: 520 | train loss: 0.01336 | test loss: 0.00558 | learn rate: 0.00064000
Epoch: 540 | train loss: 0.01302 | test loss: 0.00533 | learn rate: 0.00064000
Epoch: 560 | train loss: 0.01331 | test loss: 0.00541 | learn rate: 0.00064000
Epoch: 580 | train loss: 0.01275 | test loss: 0.00515 | learn rate: 0.00064000
Epoch: 600 | train loss: 0.01350 | test loss: 0.00553 | learn rate: 0.00051200
Epoch: 620 | train loss: 0.01296 | test loss: 0.00536 | learn rate: 0.00051200
Epoch: 640 | train loss: 0.01240 | test loss: 0.00511 | learn rate: 0.00051200
Epoch: 660 | train loss: 0.01283 | test loss: 0.00516 | learn rate: 0.00051200
Epoch: 680 | train loss: 0.01245 | test loss: 0.00517 | learn rate: 0.00051200
Epoch: 700 | train loss: 0.01287 | test loss: 0.00536 | learn rate: 0.00051200
Epoch: 720 | train loss: 0.01236 | test loss: 0.00498 | learn rate: 0.00051200
Epoch: 740 | train loss: 0.01244 | test loss: 0.00480 | learn rate: 0.00051200
Epoch: 760 | train loss: 0.01218 | test loss: 0.00483 | learn rate: 0.00051200
Epoch: 780 | train loss: 0.01271 | test loss: 0.00494 | learn rate: 0.00051200
Epoch: 800 | train loss: 0.01207 | test loss: 0.00473 | learn rate: 0.00040960
Epoch: 820 | train loss: 0.01196 | test loss: 0.00462 | learn rate: 0.00040960
Epoch: 840 | train loss: 0.01206 | test loss: 0.00468 | learn rate: 0.00040960
Epoch: 860 | train loss: 0.01203 | test loss: 0.00470 | learn rate: 0.00040960
Epoch: 880 | train loss: 0.01210 | test loss: 0.00460 | learn rate: 0.00040960
Epoch: 900 | train loss: 0.01214 | test loss: 0.00463 | learn rate: 0.00040960
Epoch: 920 | train loss: 0.01214 | test loss: 0.00461 | learn rate: 0.00040960
Epoch: 940 | train loss: 0.01186 | test loss: 0.00461 | learn rate: 0.00040960
Epoch: 960 | train loss: 0.01205 | test loss: 0.00464 | learn rate: 0.00040960
Epoch: 980 | train loss: 0.01222 | test loss: 0.00461 | learn rate: 0.00040960
Epoch: 1000 | train loss: 0.01186 | test loss: 0.00450 | learn rate: 0.00032768
Epoch: 1020 | train loss: 0.01187 | test loss: 0.00444 | learn rate: 0.00032768
Epoch: 1040 | train loss: 0.01195 | test loss: 0.00442 | learn rate: 0.00032768
Epoch: 1060 | train loss: 0.01165 | test loss: 0.00437 | learn rate: 0.00032768
Epoch: 1080 | train loss: 0.01186 | test loss: 0.00442 | learn rate: 0.00032768
Epoch: 1100 | train loss: 0.01192 | test loss: 0.00441 | learn rate: 0.00032768
Epoch: 1120 | train loss: 0.01217 | test loss: 0.00445 | learn rate: 0.00032768
Epoch: 1140 | train loss: 0.01208 | test loss: 0.00435 | learn rate: 0.00032768
Epoch: 1160 | train loss: 0.01168 | test loss: 0.00440 | learn rate: 0.00032768
Epoch: 1180 | train loss: 0.01163 | test loss: 0.00439 | learn rate: 0.00032768
Epoch: 1200 | train loss: 0.01175 | test loss: 0.00438 | learn rate: 0.00026214
Epoch: 1220 | train loss: 0.01158 | test loss: 0.00436 | learn rate: 0.00026214
Epoch: 1240 | train loss: 0.01155 | test loss: 0.00430 | learn rate: 0.00026214
Epoch: 1260 | train loss: 0.01151 | test loss: 0.00431 | learn rate: 0.00026214
Epoch: 1280 | train loss: 0.01184 | test loss: 0.00425 | learn rate: 0.00026214
Epoch: 1300 | train loss: 0.01159 | test loss: 0.00424 | learn rate: 0.00026214
Epoch: 1320 | train loss: 0.01213 | test loss: 0.00427 | learn rate: 0.00026214
Epoch: 1340 | train loss: 0.01155 | test loss: 0.00419 | learn rate: 0.00026214
Epoch: 1360 | train loss: 0.01152 | test loss: 0.00427 | learn rate: 0.00026214
Epoch: 1380 | train loss: 0.01162 | test loss: 0.00419 | learn rate: 0.00026214
Epoch: 1400 | train loss: 0.01154 | test loss: 0.00417 | learn rate: 0.00020972
Epoch: 1420 | train loss: 0.01141 | test loss: 0.00427 | learn rate: 0.00020972
Epoch: 1440 | train loss: 0.01207 | test loss: 0.00425 | learn rate: 0.00020972
Epoch: 1460 | train loss: 0.01150 | test loss: 0.00418 | learn rate: 0.00020972
Epoch: 1480 | train loss: 0.01139 | test loss: 0.00415 | learn rate: 0.00020972
Epoch: 1500 | train loss: 0.01173 | test loss: 0.00421 | learn rate: 0.00020972
Epoch: 1520 | train loss: 0.01145 | test loss: 0.00415 | learn rate: 0.00020972
Epoch: 1540 | train loss: 0.01134 | test loss: 0.00416 | learn rate: 0.00020972
Epoch: 1560 | train loss: 0.01124 | test loss: 0.00414 | learn rate: 0.00020972
Epoch: 1580 | train loss: 0.01133 | test loss: 0.00417 | learn rate: 0.00020972
