Epoch: 0 | train loss: 0.02917 | test loss: 0.02911 | learn rate: 0.00100000
Epoch: 20 | train loss: 0.00596 | test loss: 0.00422 | learn rate: 0.00100000
Epoch: 40 | train loss: 0.00557 | test loss: 0.00312 | learn rate: 0.00100000
Epoch: 60 | train loss: 0.00318 | test loss: 0.00229 | learn rate: 0.00100000
Epoch: 80 | train loss: 0.00315 | test loss: 0.00200 | learn rate: 0.00100000
Epoch: 100 | train loss: 0.00344 | test loss: 0.00228 | learn rate: 0.00100000
Epoch: 120 | train loss: 0.00220 | test loss: 0.00167 | learn rate: 0.00100000
Epoch: 140 | train loss: 0.00239 | test loss: 0.00163 | learn rate: 0.00100000
Epoch: 160 | train loss: 0.00230 | test loss: 0.00159 | learn rate: 0.00100000
Epoch: 180 | train loss: 0.00286 | test loss: 0.00142 | learn rate: 0.00100000
Epoch: 200 | train loss: 0.00200 | test loss: 0.00127 | learn rate: 0.00080000
Epoch: 220 | train loss: 0.00158 | test loss: 0.00118 | learn rate: 0.00080000
Epoch: 240 | train loss: 0.00275 | test loss: 0.00124 | learn rate: 0.00080000
Epoch: 260 | train loss: 0.00193 | test loss: 0.00120 | learn rate: 0.00080000
Epoch: 280 | train loss: 0.00148 | test loss: 0.00123 | learn rate: 0.00080000
Epoch: 300 | train loss: 0.00143 | test loss: 0.00109 | learn rate: 0.00080000
Epoch: 320 | train loss: 0.00153 | test loss: 0.00109 | learn rate: 0.00080000
Epoch: 340 | train loss: 0.00162 | test loss: 0.00111 | learn rate: 0.00080000
Epoch: 360 | train loss: 0.00164 | test loss: 0.00107 | learn rate: 0.00080000
Epoch: 380 | train loss: 0.00157 | test loss: 0.00101 | learn rate: 0.00080000
Epoch: 400 | train loss: 0.00142 | test loss: 0.00098 | learn rate: 0.00064000
Epoch: 420 | train loss: 0.00174 | test loss: 0.00099 | learn rate: 0.00064000
Epoch: 440 | train loss: 0.00163 | test loss: 0.00093 | learn rate: 0.00064000
Epoch: 460 | train loss: 0.00118 | test loss: 0.00096 | learn rate: 0.00064000
Epoch: 480 | train loss: 0.00113 | test loss: 0.00093 | learn rate: 0.00064000
Epoch: 500 | train loss: 0.00158 | test loss: 0.00094 | learn rate: 0.00064000
Epoch: 520 | train loss: 0.00111 | test loss: 0.00091 | learn rate: 0.00064000
